KEGG,BIGG
C14209,hestratriol_e
C00388,hista_c
C00388,hista_e
C05582,homoval_c
C16677,hretn_c
C16677,hretn_n
C00519,hyptaur_c
C00708;C05590,i_c;i_c
C00708;C05590,i_e;i_e
C06472,idour_c
C06472,idour_l
C01382,iodine_c
C01717,kynate_c
C00909,leuktrA4_c
C00909,leuktrA4_r
C00909,leuktrA4_e
C02165,leuktrB4_c
C02165,leuktrB4_r
C02165,leuktrB4_e
C02166,leuktrC4_c
C02166,leuktrC4_r
C02166,leuktrC4_e
C05951,leuktrD4_c
C05951,leuktrD4_r
C05951,leuktrD4_e
C05952,leuktrE4_c
C05952,leuktrE4_e
C06462,leuktrF4_c
C06462,leuktrF4_e
C08320,lgnc_c
C08320,lgnc_e
C16529,lgnccoa_x
C16529,lgnccoa_c
C16529,lgnccoa_m
C06078,limnen_c
C06078,limnen_e
C02050,lnlccoa_c
C02050,lnlccoa_m
C16162,lnlncacoa_c
C16162,lnlncacoa_m
C06426,lnlncg_c
C06426,lnlncg_e
C03035,lnlncgcoa_x
C03035,lnlncgcoa_c
C03035,lnlncgcoa_m
C01164,lum3_c
C05412,lyxnt_c
C05606;C17937,melanin_c;melanin_c
C01598,melatn_c
C05588,mepi_c
C05588,mepi_e
C05823,mercplac_c
C05127,mhista_c
C04477,mi1346p_c
C04477,mi1346p_n
C01243,mi134p_c
C01243,mi134p_n
C04062,mi13p_c
C01220,mi14p_c
C01220,mi14p_n
C04520,mi3456p_c
C04063,mi34p_c
C04063,mi34p_n
C00218,mma_c
C00218,mma_e
C05653,nformanth_c
C07266,nifedipine_c
C07266,nifedipine_e
C02723,nmptrc_c
C06212,nmthsrtn_c
C05589,normete__L_c
C05589,normete__L_e
C00829,npthl_c
C00829,npthl_e
C00547,nrpphr_c
C00547,nrpphr_e
C08323,nrvnc_c
C08323,nrvnc_e
C06459,ntm2amep_c
C05933,nwharg_c
C01211,pcollg5hlys_c
C16740,pcollglys_c
C02305,pcreat_c
C02305,pcreat_m
C03017,pcrn_x
C03017,pcrn_c
C03017,pcrn_m
C07711,pd3_c
C11924,peracd_c
C11924,peracd_m
C02452,perillyl_c
C02452,perillyl_e
C04148,pheacgln_c
C04148,pheacgln_e
C02059,phyQ_c
C02059,phyQ_e
C01607,phyt_x
C01607,phyt_c
C01607,phyt_e
C02060,phytcoa_x
C02060,phytcoa_c
C02990,pmtcrn_c
C02990,pmtcrn_m
C01953,prgnlone_c
C01953,prgnlone_r
C01953,prgnlone_m
C18044,prgnlones_c
C18044,prgnlones_r
C00410,prgstrn_c
C00410,prgstrn_r
C00410,prgstrn_e
C00763,pro__D_x
C00763,pro__D_c
C00763,pro__D_e
C00763,pro__D_l
C04654,prostg1_c
C00696,prostgd2_c
C00696,prostgd2_r
C00696,prostgd2_e
C04741,prostge1_c
C04741,prostge1_e
C00584,prostge2_c
C00584,prostge2_r
C00584,prostge2_e
C00639,prostgf2_c
C00639,prostgf2_e
C00427,prostgh2_c
C00427,prostgh2_r
C00427,prostgh2_e
C01312,prostgi2_c
C01312,prostgi2_r
C01312,prostgi2_e
C16537,ptdca_c
C16537,ptdca_e
C02576,pylald_c
C02576,pylald_m
C11378,q10_c
C11378,q10_m
C00376,retinal_h
C00376,retinal_c
C00376,retinal_s
C02110,retinal_11_cis_c
C02110,retinal_11_cis_s
C16681,retinal_cis_9_c
C00473;C17276,retinol_c;retinol_c
C00473;C17276,retinol_e;retinol_e
C00473;C17276,retinol_s;retinol_s
C16682,retinol_9_cis_c
C16682,retinol_9_cis_e
C00899,retinol_cis_11_c
C00899,retinol_cis_11_e
C00899,retinol_cis_11_s
C00777,retn_c
C00777,retn_r
C00777,retn_e
C00777,retn_n
C11061,retnglc_c
C11061,retnglc_r
C11061,retnglc_e
C05692,seahcys_c
C05692,seahcys_n
C05699,selcyst_h
C05699,selcyst_c
C05698,selhcys_h
C05698,selhcys_c
C00319,sphings_c
C00319,sphings_r
C00319,sphings_l
C06124,sphs1p_c
C06124,sphs1p_r
C06124,sphs1p_e
C00780,srtn_c
C00780,srtn_e
C16163,strdnccoa_x
C16163,strdnccoa_c
C16163,strdnccoa_m
C00795,tagat__D_c
C00795,tagat__D_e
C07394,taxol_c
C07394,taxol_e
C05465;C16868,tdchola_x;tdchola_x
C05465;C16868,tdchola_c;tdchola_c
C05465;C16868,tdchola_e;tdchola_e
C16168,tethex3coa_x
C16168,tethex3coa_c
C16167,tetpent3coa_x
C16167,tetpent3coa_c
C16167,tetpent3coa_m
C16172,tetpent6coa_x
C16172,tetpent6coa_c
C16172,tetpent6coa_m
C16171,tettet6coa_x
C16171,tettet6coa_c
C16171,tettet6coa_m
C01962,thcys_h
C01962,thcys_c
C01620,thrnt_c
C01829,thyox__L_c
C01829,thyox__L_e
C03793,tmlys_c
C03793,tmlys_r
C16165,tmndnccoa_x
C16165,tmndnccoa_c
C16165,tmndnccoa_m
C07148,tolbutamide_c
C07148,tolbutamide_e
C02465,triodthy_c
C02465,triodthy_e
C00398,trypta_c
C00535,tststerone_c
C00535,tststerone_r
C00535,tststerone_e
C11134,tststeroneglc_c
C11134,tststeroneglc_r
C11134,tststeroneglc_e
C11356,ttc_ggdp_c
C02198,txa2_c
C02198,txa2_r
C02198,txa2_e
C08367,vacc_c
C08367,vacc_e
C05441,vitd2_m
C05441,vitd2_c
C05441,vitd2_e
C05443,vitd3_m
C05443,vitd3_c
C05443,vitd3_e
C18218,whhdca_h
C18218,whhdca_c
C18218,whhdca_e
C05294,whtststerone_c
C05294,whtststerone_r
C05294,whtststerone_e
C05451,xol7ah_c
C05452,xol7ah2_c
C05452,xol7ah2_r
C05452,xol7ah2_m
C05455,xol7aone_c
C05455,xol7aone_r
C17339,xoldiolone_c
C17339,xoldiolone_r
C17339,xoldiolone_m
C05453,xoldioloneh_c
C02530,xolest_hs_c
C02530,xolest_hs_r
C02530,xolest_hs_e
C15518,xoltri24_c
C15518,xoltri24_r
C15518,xoltri24_e
C15520,xoltri25_c
C15520,xoltri25_r
C15520,xoltri25_e
C06341,xoltri27_c
C06341,xoltri27_r
C06341,xoltri27_e
C05454,xoltriol_c
C05454,xoltriol_r
C05454,xoltriol_m
C06441,xu1p__D_c
C05411,xylnt_c
C02483,yvite_h
C02483,yvite_c
C02483,yvite_e
C04794,ha_pre1_e
C04794,ha_pre1_l
C02188,peplys_e
C02188,peplys_n
C04936,acngal14acglcgalgluside_hs_g
C01306,core3_g
C04917,core4_g
C06131,fucgalacglcgalgluside_hs_g
C04922,gal14acglcgalgluside_hs_g
C04910;C06272,galacglcgalgluside_hs_g;galacglcgalgluside_hs_g
C04147,glc1man_g
C18231,1a2425thvitd3_m
C05500,20ahchsterol_m
C11947,3h26dm5coa_x
C11947,3h26dm5coa_m
C11946,c2m26dcoa_x
C11946,c2m26dcoa_m
C01011,citmcoa__L_m
C04554,dhcholestanate_x
C04554,dhcholestanate_r
C04554,dhcholestanate_m
C06028,mescoa_m
C01732,mescon_m
C11945,t2m26dcoa_x
C11945,t2m26dcoa_m
C01301,thcholst_m
C04722,thcholstoic_x
C04722,thcholstoic_r
C04722,thcholstoic_m
C15610,xol27oh_r
C15610,xol27oh_m
C05445,xol7ah2al_m
C05444,xol7ah3_m
C05446,xoltetrol_m
C05545,Ndmelys_n
C03702,Nmelys_n
C05546,Ntmelys_r
C05546,Ntmelys_n
C00674,andrstandn_r
C00280,andrstndn_r
C05104;C05439,chlstol_c;chlstol_c
C05104;C05439,chlstol_r;chlstol_r
C04760,cholcoar_x
C04760,cholcoar_r
C01416,coke_r
C00762,cortsn_r
C05107,ddsmsterol_c
C05107,ddsmsterol_r
C04644,dhcholestancoa_x
C04644,dhcholestancoa_r
C05447,dhcholoylcoa_x
C05447,dhcholoylcoa_r
C01802,dsmsterol_c
C01802,dsmsterol_r
C07635,eandrstrn_r
C10858,ecgon_r
C12448,egme_r
C01189,lthstrl_c
C01189,lthstrl_r
C12449,pecgon_r
C12450,pecgoncoa_r
C13550,xol24oh_r
C15519,xol25oh_r
C03594,xol7a_r
C03845,zymstnl_c
C03845,zymstnl_r
C03564,1p2cbxl_x
C01110,5a2opntn_x
C03771,5g2oxpt_x
C00792,arg__D_x
C01794,cholcoa_x
C05460,cholcoads_x
C05467,cholcoaone_x
C05337;C17689,dgcholcoa_x;dgcholcoa_x
C05446,dhocholoylcoa_x
C00515,orn__D_x
C07343,phyt2ohcoa_x
C05448,thcholoylcoa_x
C19156,2plac__L_c
C16593,7mhp_c
C16590,7ohp_c
C16594,7mht_c
C03196,S2hglut_c
C01255,6ax6ax_c
C02378,6ax_c
C16583,Rh2cit_c
C04002;C16579,hacon_T_c;hacon_T_c
C16598,Rh3cit_c
C01845,2ppoh_c
C06551,atrz_c
C06552,hatrz_c
C03189,glyc1p_c
C06189,cdpg_c
C16597,tih2cit_c
C20581,h2acon_C_c
C20582,h3acon_C_c
C16600,tih3cit_c
C01438,ch4_c
C01438,ch4_e
C04002;C16579,hacon_C_c;hacon_C_c
C04628,cob_c
C18802,h4spt_c
C18799,mh4spt_c
C03576,com_c
C00543,dma_c
C00543,dma_e
C03920,mcom_c
C19154,ddhrb_c
C05777,f430_c
C19153,f420_0_c
C19152,f420_1_c
C01217,h4mpt_c
C05927,h2mpt_c
C06366,hspmd_c
C19155,lppg_c
C00593,2saa_c
C00267,Glc_aD_c
C00826,Largn_c
C06113,asptrna_asn_c
C19794,cdp_inost_c
C00221,glc_bD_c
C02048,lmn2_c
C02048,lmn2_e
C01630,xylb_c
C01630,xylb_e
C00192,ham_c
C05928,10fthfglu__L_c
C05928,10fthfglu__L_m
C15606,12dmpo_c
C14765,13oocdcy1829Z11Ea_c
C14762,13Shocdcy1829Z11Ea_c
C04717,13Shpocdcy1829Z11Ea_c
C01234,1acpc_h
C01234,1acpc_c
C01234,1acpc_m
C06142,1btol_c
C11004,26dmani_e
C05125,2ahethmpp_h
C05125,2ahethmpp_m
C01179;C05350,2h34hppr_c;2h34hppr_c
C15650;C15651,2h3kmtp_c;2h3kmtp_c
C15978,2mhob_m
C15976,2mhop_m
C04618,3hbutACP_h
C06001,3hib_m
C05998,3hivcoa_m
C16560,3hlido_c
C04181,3hmoa_h
C04237;C14463,3hmop_h;3hmop_h
C15974,3mhtpp_m
C08276,3mtpa_c
C05989,3opcoa_c
C05572,4ogm_c
C04079,4pcys_c
C16630,56dh5flura_c
C07649,5flura_c
C07649,5flura_e
C16634,5flurimp_c
C11821,5hiu_m
C12248,5houdic_m
C01756;C02380,6mpur_c;6mpur_c
C01756;C02380,6mpur_e;6mpur_e
C16619,6tgsnmp_c
C04646,6tins5mp_c
C16618,6txan5mp_c
C05433,acaro_h
C05433,acaro_u
C16632,aflbala_c
C16631,aflburppa_c
C01262,ans_c
C08579,anxan_u
C02248,apocytc_h
C02248,apocytc_m
C05779,apofetn_h
C05780,apotfen_h
C06197,apppa_n
C03906,B_ara1p_c
C05914,bathorhodopsin_s
C08591,bcrptxan_u
C06250,btnCCP_h
C01673,cat_c
C00436,cbmp_m
C00436,cbmp_n
C04419,cbtnCCP_h
C05306,chla_h
C05306,chla_u
C05797,chlaemr_u
C05307,chlb_u
C02139,chlda_h
C02139,chlda_u
C16541,chldb_h
C16541,chldb_u
C16612,citalald_c
C16607,citalo_c
C16610,citalppa_c
C05769,cpp1_h
C05770,cpp3_h
C08590;C15981,crpxan_u;crpxan_u
C01902,cyart_c
C02141,cyeuol_c
C08586,dcaro_h
C16609,ddmcital_c
C16647,degly_e
C15492,dhretinol_s
C16608,dmcital_c
C15883,dmpq_h
C00856,dnac_n
C00621,doldp_c
C01246,dolpglc_c
C11832,dvchlda_h
C14151,dvite_h
C16276,ecaro_h
C08592,echn_u
C11735,egly_e
C03267,f2p_h
C05378,fdp_B_h
C05378,fdp_B_c
C05378,fdp_B_m
C05378,fdp_B_f
C00996,ficytb5_c
C00999,focytb5_c
C02336,fru_B_h
C02336,fru_B_c
C00668,g6p_A_h
C00668,g6p_A_c
C00668,g6p_A_n
C05435,gcaro_h
C05435,gcaro_u
C00267,glc_A_h
C00267,glc_A_c
C00884,hcarn_c
C11829,hmppp9me_h
C00094;C11481,hso3_m;hso3_m
C00094;C11481,hso3_c;hso3_c
C00094;C11481,hso3_e;hso3_e
C00094;C11481,hso3_h;hso3_h
C07073,lido_c
C07073,lido_e
C05915,lumirhodopsin_s
C08601,lut_u
C05432,lyc_h
C16561,meglyxyl_c
C16561,meglyxyl_e
C08830,menecyart_c
C11508,mergtrol_c
C05916,metarhodopsin_s
C15776,mfecostrl_c
C04579,mi12356p_c
C02170,mm_m
C06002,mmsa_m
C05404,mnt_h
C15882,mpq_h
C08606,neoxan_u
C05431,norsp_h
C00510,ocdce9coa_c
C11830,omppp9me_h
C11436,pcdme_h
C05427,pdp_h
C05427,pdp_u
C00146;C15584,phen_c;phen_c
C18021,phphbda_h
C05797,phphtna_u
C01389,phytol_h
C02582,protds_h
C02315;C02461,protdt_h;protdt_h
C03428,psqldp_c
C18064,pyphphbda_h
C03455,retpalm_11_cis_s
C00778,rhodopsin_s
C05684,selt_m
C05684,selt_c
C05684,selt_e
C01613,stc_h
C16835,sucald_c
C12673,tega_c
C12673,tega_e
C03029,tfenfe2_h
C03179,tfenfe3_h
C07648,tgua_c
C07648,tgua_e
C02091,udg_m
C00935,udparab_c
C00935,udparab_g
C05767,upp1_h
C02469,upp3_h
C08614,vioxan_u
C06098,zaxan_u
C05430,zcaro_h
C08590;C15981,zxan_u;zxan_u
C06130,galfucgalacglcgalgluside_hs_g
C05660,5moxact_c
C05838,2coum_c
C05839,bdg2hc_c
C04373,ahandrostan_r
G10592,acmalt_c
G11113,adp_c
G11113,adp_e
G11113,adp_g
G11113,adp_f
G11113,adp_h
G11113,adp_m
G11113,adp_n
G11113,adp_r
G11113,adp_v
G11113,adp_x
G11109,adpglc_h
G11109,adpglc_c
G10621,cmp_c
G10621,cmp_e
G10621,cmp_g
G10621,cmp_h
G10621,cmp_m
G10621,cmp_l
G10621,cmp_n
G10621,cmp_p
G10620,gdp_c
G10620,gdp_e
G10620,gdp_g
G10620,gdp_h
G10620,gdp_m
G10620,gdp_n
G10620,gdp_p
G10615,gdpfuc_c
G10615,gdpfuc_g
G10614,gdpmann_c
G10614,gdpmann_g
G11160,kdo2lipid4_p
G11160,kdo2lipid4_c
G11160,kdo2lipid4_e
G11161,kdolipid4_c
G10504,lcts_c
G10504,lcts_e
G10504,lcts_g
G10504,lcts_h
G10504,lcts_l
G10504,lcts_p
G00275,malt_p
G00275,malt_c
G00275,malt_e
G00275,malt_l
G10519,malt6p_c
G01455,malthp_c
G01455,malthp_e
G00755,malthx_p
G00755,malthx_c
G00755,malthx_e
G00546,maltpt_p
G00546,maltpt_c
G00546,maltpt_e
G00459,maltttr_p
G00459,maltttr_c
G00459,maltttr_e
G01275,melib_p
G01275,melib_c
G01275,melib_e
G01275,melib_h
G10508,suc6p_c
G00293,tre_p
G00293,tre_c
G00293,tre_e
G00293,tre_v
G09795,tre6p_c
G09795,tre6p_n
G10555,uaagmda_c
G10555,uaagmda_e
G10610,uacgam_p
G10610,uacgam_c
G10610,uacgam_e
G10610,uacgam_g
G11112,uacmam_c
G10556,uagmda_c
G10619,udp_c
G10619,udp_e
G10619,udp_g
G10619,udp_h
G10619,udp_m
G10619,udp_l
G10619,udp_n
G10619,udp_r
G10608,udpg_c
G10608,udpg_e
G10608,udpg_g
G10608,udpg_h
G10608,udpg_n
G10608,udpg_p
G10608,udpg_r
G10609,udpgal_p
G10609,udpgal_c
G10609,udpgal_e
G10609,udpgal_g
G10609,udpgal_h
G10612,udpglcur_p
G10612,udpglcur_c
G10612,udpglcur_r
G10612,udpglcur_e
G10612,udpglcur_g
G10336,chtbs_p
G10336,chtbs_c
G10336,chtbs_e
G00370,sucr_p
G00370,sucr_c
G00370,sucr_e
G00370,sucr_h
G10611,udpacgal_c
G10611,udpacgal_e
G10611,udpacgal_g
G10611,udpacgal_l
G10611,udpacgal_p
G10611,udpacgal_r
G10488,1Dgali_h
G10488,1Dgali_c
G10536,chitos_c
G10622,dolp_c
G10622,dolp_r
G10529,epm_h
G10529,epm_c
G00006,m4macchitppdol_g
G00003,macchitppdol_g
G10509;G10540;G10541;G10542,mannan_c;mannan_c;mannan_c;mannan_c
G10509;G10540;G10541;G10542,mannan_r;mannan_r;mannan_r;mannan_r
G00249,raffin_p
G00249,raffin_c
G00249,raffin_e
G00249,raffin_h
G10517,lac6p_c
G00289,cellb_p
G00289,cellb_c
G00289,cellb_e
G10518,cellb6p_c
G10616,cmp_nate_c
G00278,stys_c
G11161,kdolipid4_HP_c
G10553,uaaGgla_c
G10552,uaGgla_c
G11110,udpgalur_c
G10613,udpxyl_c
G10613,udpxyl_r
G10613,udpxyl_g
G10483,chtn_c
G10483,chtn_e
G10616,cmpacna_c
G10616,cmpacna_g
G10616,cmpacna_n
G10258;G10524,digalsgalside_hs_c;digalsgalside_hs_c
G10258;G10524,digalsgalside_hs_e;digalsgalside_hs_e
G10258;G10524,digalsgalside_hs_g;digalsgalside_hs_g
G00497,digalside_hs_c
G00497,digalside_hs_l
G00497,digalside_hs_g
G02170,ha_pre1_e
G02170,ha_pre1_l
G00062,acngal14acglcgalgluside_hs_g
G00028,core3_g
G00029,core4_g
G00044,fucgalacglcgalgluside_hs_g
G00050,gal14acglcgalgluside_hs_g
G00037;G01469,galacglcgalgluside_hs_g;galacglcgalgluside_hs_g
G00357,lmn2_c
G00357,lmn2_e
G10618,dolpglc_c
G00501,mnt_h
G00278,stc_h
G11111,udparab_c
G11111,udparab_g
G00039,galfucgalacglcgalgluside_hs_g
