,rn,deltaG_prime,deltaG_prime (error),deltaG_prime_m,deltaG_prime_m (error)
1121,MOX,-102.87083602595688,4.192906584780175,-102.87083602595688,4.192906584780175
1122,MPTAT,-1.4799559358334875,100000.0,-1.4799559358334875,100000.0
1123,MPTG,-1514.5958647560442,1111777.8948721706,-1531.7107022907653,1111777.8948721706
1124,MNLtex,0.0,0.0,0.0,0.0
1125,MNNH,-34.55974611993288,3.660373526141062,-34.55974611993288,3.660373526141062
1126,MNt2pp,0.0,0.0,0.0,0.0
1127,MNtex,0.0,0.0,0.0,0.0
1128,NDPK6,-1.546869804315861,1.2768398971776551,-1.546869804315861,1.2768398971776551
1129,MPTG2,-799.5393557774594,507451.5246869627,-799.5393557774594,507451.5246869627
1130,MSAR,-20.989519214487018,2.951034201362612,-20.989519214487018,2.951034201362612
1131,NDPK7,4.07265694856676,2.4051831110564095,4.07265694856676,2.4051831110564095
1132,NDPK8,2.3845084764456033,1.468695227213405,2.3845084764456033,1.468695227213405
1133,NH4tex,0.0,0.0,0.0,0.0
1134,NH4tpp,0.0,0.0,0.0,0.0
1135,NHFRBO,-286.51709657407014,6.593931196587687,-269.40225903934913,6.593931196587687
1136,MSO3abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1137,MSO3tex,0.0,0.0,0.0,0.0
1138,MTAN,-14.139852387702689,2.2187302393229404,-31.254689922423722,2.2187302393229404
1139,MTHFC,-5.273039777942017,0.9155240221327441,-5.273039777942017,0.9155240221327441
1140,MTHFD,7.023262532406079,1.1400859910644379,7.023262532406079,1.1400859910644379
1141,MTHFR2,-41.0677163001144,4.182738122021665,-41.0677163001144,4.182738122021665
1142,NI2abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1143,NI2t3pp,0.0,0.0,0.0,0.0
1144,MTHTHFSs,-0.07737614309297669,100000.0,-0.07737614309297669,100000.0
1145,MTRPOX,-51.914033932207246,7.786523595427307,-69.02887146692828,7.786523595427307
1146,N2Otex,0.0,0.0,0.0,0.0
1147,NI2tex,0.0,0.0,0.0,0.0
1148,NI2tpp,0.0,0.0,0.0,0.0
1149,NI2uabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1150,N2Otpp,0.0,0.0,0.0,0.0
1151,NACODA,-8.149953036511988,1.8218056456272536,-25.26479057123302,1.8218056456272536
1152,NACtex,0.0,0.0,0.0,0.0
1153,NACtpp,0.0,0.0,0.0,0.0
1154,NADDP,-38.92296569999087,2.987458962668444,-56.0378032347119,2.987458962668444
1155,NADH10,-24.43938940800922,4.874554709336018,-24.43938940800922,4.874554709336018
1156,NADH16pp,-132.351204562605,6.211579665802992,-132.351204562605,6.211579665802992
1157,NMNAT,-3.1044674009470157,2.9318707536987674,-3.1044674009470157,2.9318707536987674
1158,NMNDA,2.3585287547855387,5.57983007873643,-14.756308779935495,5.57983007873643
1159,NMNN,-27.513348676077953,4.994243761660987,-44.62818621079899,4.994243761660987
1160,NMNPtpp,0.0,0.0,0.0,0.0
1161,NADH17pp,-24.43938940800922,4.874554709336018,-24.43938940800922,4.874554709336018
1162,NADH18pp,-46.87140355184806,6.164448801747049,-46.87140355184806,6.164448801747049
1163,NMNt7pp,-27.513348676077953,4.994243761660987,-44.62818621079899,4.994243761660987
1164,NMNtex,0.0,0.0,0.0,0.0
1165,NNAM,-4.252361015926766,3.2519147415979717,-21.3671985506478,3.2519147415979717
1166,NADH5,-132.351204562605,6.211579665802992,-132.351204562605,6.211579665802992
1167,NADH9,-46.87140355184806,6.164448801747049,-46.87140355184806,6.164448801747049
1168,NADK,-12.207597547881733,2.931870753668747,-12.207597547881733,2.931870753668747
1169,NNATr,-24.967158657003466,4.700648945084835,-24.967158657003466,4.700648945084835
1170,NNDMBRT,-23.199398534756767,3.9273563827864217,-23.199398534756767,3.9273563827864217
1171,NADN,-37.01776034825477,3.308831492954494,-54.1325978829758,3.308831492954494
1172,NADPHQR2,-132.33715876050695,6.215576099684459,-132.33715876050695,6.215576099684459
1173,NADPHQR3,-24.425343605911394,4.879646290527867,-24.425343605911394,4.879646290527867
1174,NNDPR,-26.577266125093246,4.304708149391284,-43.69210365981428,4.304708149391284
1175,NO2t2rpp,0.0,0.0,0.0,0.0
1176,NO2tex,0.0,0.0,0.0,0.0
1177,NADPHQR4,-46.85735774975069,6.168475770862069,-46.85735774975069,6.168475770862069
1178,NO3R1bpp,-6.583913673506913,7.486522616006429,-6.583913673506913,7.486522616006429
1179,NADPPPS,-16.936874664718538,2.947617873714912,-34.05171219943957,2.947617873714912
1180,LPLIPAL2ATE140,-6.72687681173943,0.5540021663825965,-6.72687681173943,0.5540021663825965
1181,NADS1,-22.523270599667768,2.7995663757120366,-22.523270599667768,2.7995663757120366
1182,NADTRHD,0.014045802096916304,0.335762924045297,0.014045802096916304,0.335762924045297
1183,NAMNPP,-36.63837366863566,2.947617873781167,-53.75321120335669,2.947617873781167
1184,NAt3_1p5pp,0.0,0.0,0.0,0.0
1185,NO3R1pp,-6.583913673506913,7.486522616006429,-6.583913673506913,7.486522616006429
1186,NO3R2bpp,-114.49572882810287,6.420715112057177,-114.49572882810287,6.420715112057177
1187,NO3R2pp,-114.49572882810287,6.420715112057177,-114.49572882810287,6.420715112057177
1188,NO3t7pp,0.0,0.0,0.0,0.0
1189,NO3tex,0.0,0.0,0.0,0.0
1190,NODOx,-490.43296567376734,10.171231948730432,-456.2032906043253,10.171231948730432
1191,NAt3_2pp,0.0,0.0,0.0,0.0
1192,NAt3pp,0.0,0.0,0.0,0.0
1193,NODOy,-490.41891987166974,10.173673066362221,-456.1892448022277,10.173673066362221
1194,NAtex,0.0,0.0,0.0,0.0
1195,NDPK1,-2.686291695865293,1.3325754347264565,-2.686291695865293,1.3325754347264565
1196,NDPK2,-0.2876324631741909,1.2628586546322231,-0.2876324631741909,1.2628586546322231
1197,NOVBCNtex,0.0,0.0,0.0,0.0
1198,NOVBCNtpp,0.0,0.0,0.0,0.0
1199,NOtex,0.0,0.0,0.0,0.0
1200,NDPK3,0.25663723306092834,2.3370340620343226,0.25663723306092834,2.3370340620343226
1201,NOtpp,0.0,0.0,0.0,0.0
1202,NDPK4,0.1024512280170029,2.6171935835279263,0.1024512280170029,2.6171935835279263
1203,LPLIPAL2ATE160,-6.726876811740112,0.5540021663792641,-6.726876811740112,0.5540021663792641
1204,NDPK5,1.8120227432249294,2.4051831110831405,1.8120227432249294,2.4051831110831405
1205,NTD1,-13.2847127432075,1.2467083431376367,-30.399550277928533,1.2467083431376367
1206,NTD10,-11.485623128316774,2.1892523541930164,-28.600460663037808,2.1892523541930164
1207,NTD10pp,-11.485623128316774,2.1892523541930164,-28.600460663037808,2.1892523541930164
1208,NTD11,-5.44027808657281,1.8608873134951969,-22.555115621293844,1.8608873134951969
1209,NTD11pp,-5.44027808657281,1.8608873134951969,-22.555115621293844,1.8608873134951969
1210,NTD12,-17.184799043931683,2.4107055796274377,-34.299636578652716,2.4107055796274377
1211,NTD12pp,-17.184799043931683,2.4107055796274377,-34.299636578652716,2.4107055796274377
1212,NTD1pp,-13.2847127432075,1.2467083431376367,-30.399550277928533,1.2467083431376367
1213,NTD2,-8.371562147364216,4.17298241011379,-25.48639968208525,4.17298241011379
1214,URIC,-94.32645078707019,8.83104588308524,-111.44128832179122,8.83104588308524
1215,NTD2pp,-8.371562147364216,4.17298241011379,-25.48639968208525,4.17298241011379
1216,LPLIPAL2ATE180,-6.72687681173943,0.5540021663788108,-6.72687681173943,0.5540021663788108
1217,NTD3,-16.427688481376002,2.3427097124915615,-33.542526016097035,2.3427097124915615
1218,NTD3pp,-16.427688481376002,2.3427097124915615,-33.542526016097035,2.3427097124915615
1219,NTD4,-13.970448085881593,2.7889367722902407,-31.085285620602626,2.7889367722902407
1220,NTD4pp,-13.970448085881593,2.7889367722902407,-31.085285620602626,2.7889367722902407
1221,NTD9pp,-7.690496203314545,3.3721144827516096,-24.80533373803558,3.3721144827516096
1222,NTP1,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1223,NTP10,-30.45135705762342,1.463365443920593,-47.56619459234445,1.463365443920593
1224,NTD5,-9.19540904978328,2.985182742101838,-26.310246584504313,2.985182742101838
1225,NTD5pp,-9.19540904978328,2.985182742101838,-26.310246584504313,2.985182742101838
1226,NTP11,-35.07200010398676,1.2824899675228498,-52.18683763870779,1.2824899675228498
1227,NTP12,-35.070155095274,1.2824899675228496,-52.18499262999504,1.2824899675228496
1228,NTD6,-16.178209120931818,2.573365889032425,-33.29304665565285,2.573365889032425
1229,LPLIPAL2ATG140,-6.726881387745493,0.554002166383476,-6.726881387745493,0.554002166383476
1230,NTD6pp,-16.178209120931818,2.573365889032425,-33.29304665565285,2.573365889032425
1231,NTD7,-14.600754238357602,1.4097476287276431,-31.715591773078636,1.4097476287276431
1232,NTP3,-26.458180516735318,1.3542171842554034,-43.57301805145635,1.3542171842554034
1233,NTP3pp,-26.458180516735318,1.3542171842554034,-43.57301805145635,1.3542171842554034
1234,NTD7pp,-14.600754238357602,1.4097476287276431,-31.715591773078636,1.4097476287276431
1235,NTP5,-29.40110944566063,2.31570177749553,-46.51594698038166,2.31570177749553
1236,NTPP1,-48.631552643271476,2.430784106550725,-65.74639017799251,2.430784106550725
1237,NTPP10,-52.15267098919011,2.555219646682189,-69.26750852391115,2.555219646682189
1238,NTD8,-14.21339367519149,2.3427097124906386,-31.328231209912524,2.3427097124906386
1239,NTD8pp,-14.21339367519149,2.3427097124906386,-31.328231209912524,2.3427097124906386
1240,NTD9,-7.690496203314545,3.3721144827516096,-24.80533373803558,3.3721144827516096
1241,NTPP11,-52.148948098527626,2.555219646682189,-69.26378563324866,2.555219646682189
1242,NTPP2,-39.065287950596854,1.8700342613919834,-56.18012548531789,1.8700342613919834
1243,NTPP3,-47.287415146606946,2.4307841065531854,-64.40225268132798,2.4307841065531854
1244,NTPP4,-43.76717207055984,2.326111705054543,-60.88200960528087,2.326111705054543
1245,NTPP5,-47.36028136103678,2.555219646682196,-64.47511889575782,2.555219646682196
1246,LPLIPAL2ATG160,-6.726881387744811,0.5540021663805875,-6.726881387744811,0.5540021663805875
1247,ORNDC,-27.25408896744034,5.470350588506822,-44.36892650216137,5.470350588506822
1248,ORNabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1249,NTPP6,-42.027433100938,0.573624386869126,-59.14227063565903,0.573624386869126
1250,NTPP7,-40.236688229754265,2.612586644003035,-57.3515257644753,2.612586644003035
1251,NTPP8,-40.80936694280467,3.8539309257266714,-57.924204477525706,3.8539309257266714
1252,ORNtex,0.0,0.0,0.0,0.0
1253,OROTt2_2pp,0.0,0.0,0.0,0.0
1254,OROTtex,0.0,0.0,0.0,0.0
1255,ORPT,-4.7501269582575105,1.311172461352494,-4.7501269582575105,1.311172461352494
1256,NTPP9,-18.617472129957633,2.9318707536933233,-35.73230966467867,2.9318707536933233
1257,NTPTP1,-55.35596667034497,100000.0,-72.470804205066,100000.0
1258,NTPTP2,-56.17047387565697,100000.0,-73.285311410378,100000.0
1259,OXAMTC,9.453437065821475,5.021655440558216,9.453437065821475,5.021655440558216
1260,LPLIPAL2ATG180,-6.726881387745038,0.5540021663817052,-6.726881387745038,0.5540021663817052
1261,OXCDC,-20.33181556696809,6.64363535715753,-37.44665310168912,6.64363535715753
1262,OXCOAHDH,-15.426766099436918,6.783052794394845,-15.426766099436918,6.783052794394845
1263,NTRIR2x,-381.056015030858,3.6720469287586908,-381.056015030858,3.6720469287586908
1264,NTRIR3pp,15.997598656959099,18.928656945024994,15.997598656959099,18.928656945024994
1265,NTRIR4pp,-307.7378468068292,14.99640319449299,-307.7378468068292,14.99640319449299
1266,OXDHCOAT,-30.172695713736857,1.3361144525852147,-30.172695713736857,1.3361144525852147
1267,P5CD,-13.557298307037854,5.381158648979395,-13.557298307037854,5.381158648979395
1268,O16A4COLIPAabctex,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1269,O16A4Lpp,-23.848813355417178,1.7932084934759707,-23.848813355417178,1.7932084934759707
1270,P5CR,-16.345556489809496,6.029368087500095,-16.345556489809496,6.029368087500095
1271,PA120abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1272,PA140abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1273,PA141abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1274,O16AP1pp,-14.644309712562745,1.5321097210540788,-14.644309712562745,1.5321097210540788
1275,O16AP2pp,-14.643786705629054,1.5321097210540775,-14.643786705629054,1.5321097210540775
1276,O16AP3pp,-14.644026364211413,1.5321097210540804,-14.644026364211413,1.5321097210540804
1277,O16AT,5.341847445835356,2.2722682689966605,5.341847445835356,2.2722682689966605
1278,O16AUNDtpp,0.0,0.0,0.0,0.0
1279,PA160abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1280,PA161abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1281,PA180abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1282,O16GALFT,-25.27770705085021,1.7477548587402394,-25.27770705085021,1.7477548587402394
1283,O16GLCT1,-14.76137999503743,2.188046393510485,-14.76137999503743,2.188046393510485
1284,O16GLCT2,-23.991640630827703,2.1850642883651346,-23.991640630827703,2.1850642883651346
1285,PA181abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1286,PACALDt2rpp,0.0,0.0,0.0,0.0
1287,PACALDtex,0.0,0.0,0.0,0.0
1288,O2Stex,0.0,0.0,0.0,0.0
1289,O2tex,0.0,0.0,0.0,0.0
1290,O2tpp,0.0,0.0,0.0,0.0
1291,OAADC,-14.96846221737573,3.1194237758423813,-32.083299752096764,3.1194237758423813
1292,PACCOAL,-13.434371276254552,2.0037756502388757,-13.434371276254552,2.0037756502388757
1293,OBTFL,-3.558430178354456,4.756076481377791,-3.558430178354456,4.756076481377791
1294,OCBT,-30.249697464047834,2.931870753740148,-30.249697464047834,2.931870753740148
1295,OCDCAtexi,0.0,0.0,0.0,0.0
1296,PANTS,-42.88578213218207,3.8725613318415495,-42.88578213218207,3.8725613318415495
1297,OCDCEAtexi,0.0,0.0,0.0,0.0
1298,OCTAtex,0.0,0.0,0.0,0.0
1299,OCTDPS,-403.1062675963716,14.703516252472678,-403.1062675963716,14.703516252472678
1300,LPLIPAL2E160,-28.338332490053233,6.604777768980712,-45.453170024774266,6.604777768980712
1301,OHPBAT,10.610876674655117,1.9136546367244116,10.610876674655117,1.9136546367244116
1302,LPLIPAL2E180,-25.81638935549367,2.2043320593565827,-42.9312268902147,2.2043320593565827
1303,OHPHM,-9.896141067216831,100004.28623930423,-9.896141067216831,100004.28623930423
1304,OMBZLM,-25.07796434889815,100005.89794411612,-25.07796434889815,100005.89794411612
1305,OMCDC,-14.525766445923466,4.3258262195386665,-31.6406039806445,4.3258262195386665
1306,OMMBLHX,-214.375917302574,2.6730613970873023,-205.8184985352135,2.6730613970873023
1307,OMMBLHX3,-46.74776515376793,2.4592592161354236,-80.97744022321,2.4592592161354236
1308,PAPPT3,-0.41709839600912346,3.4541707705200726,-0.41709839600912346,3.4541707705200726
1309,PAPSR,-41.62827275655947,6.272417263110079,-58.7431102912805,6.272417263110079
1310,OMPDC,-23.338345908514043,8.614866047211299,-40.453183443235076,8.614866047211299
1311,PDE1,-43.08169621970262,1.1250801220473383,-43.08169621970262,1.1250801220473383
1312,PDE4,-35.46432654916566,3.1931216647821086,-35.46432654916566,3.1931216647821086
1313,OMPHHX,-214.37818355262976,2.6730613970873023,-205.82076478526926,2.6730613970873023
1314,OMPHHX3,-46.75003140382164,2.459259216135423,-80.9797064732637,2.459259216135423
1315,OP4ENH,0.43160786056427014,1.4927180898117225,0.43160786056427014,1.4927180898117225
1316,OPHBDC,-8.337033074619285,3.31976861655151,-25.451870609340318,3.31976861655151
1317,PDH,-34.201911884016,3.222666706106246,-34.201911884016,3.222666706106246
1318,PDX5PO2,15.95510402481591,1.0109657895836488,15.95510402481591,1.0109657895836488
1319,PDX5POi,-114.01412242676946,4.232046561146336,-114.01412242676946,4.232046561146336
1320,PDX5PS,-222.9045278480685,5.527792849632336,-240.01936538278954,5.527792849632336
1321,OPHHX,-214.3943534644311,2.673061397087301,-205.8369346970706,2.673061397087301
1322,OPHHX3,-46.76620131562326,2.4592592161354223,-80.99587638506533,2.4592592161354223
1323,PDXPP,-19.559738432367624,2.174535760462771,-36.67457596708866,2.174535760462771
1324,PE120abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1325,PE140abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1326,PE141abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1327,PG120abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1328,PG140abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1329,LPLIPAL2G160,-28.3383370660585,6.604777768980063,-45.45317460077953,6.604777768980063
1330,PG141abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1331,PG160abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1332,PG161abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1333,PE160abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1334,PE161abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1335,PG180abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1336,PG181abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1337,PE180abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1338,PE181abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1339,PEAMNOpp,-93.4930932721771,4.578266391334068,-110.60793080689814,4.578266391334068
1340,PEAMNtex,0.0,0.0,0.0,0.0
1341,PGAMT,-3.0182114801856414,1.6927163688713407,-3.0182114801856414,1.6927163688713407
1342,PGCD,31.44187539854397,0.5640702981300229,31.44187539854397,0.5640702981300229
1343,PGI,2.6432748645589186,0.38266578243360216,2.6432748645589186,0.38266578243360216
1344,LPLIPAL2G180,-25.816393931499164,2.2043320593564015,-42.9312314662202,2.2043320593564015
1345,PGK,19.521073931970705,0.44127734076766,19.521073931970705,0.44127734076766
1346,PGL,-24.807990953898127,1.6588836068839339,-24.807990953898127,1.6588836068839339
1347,PGLYCP,-31.39140000942802,2.0626143710654823,-48.50623754414905,2.0626143710654823
1348,PGM,-4.480477138896703,0.36085049219679854,-4.480477138896703,0.36085049219679854
1349,PGMT,-7.368520817449962,0.7444380593978089,-7.368520817449962,0.7444380593978089
1350,PGP120abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1351,PGP140abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1352,PERD,16.22766158529157,0.986231272981816,16.22766158529157,0.986231272981816
1353,PFK,-17.10564615954553,0.6745708486802012,-17.10564615954553,0.6745708486802012
1354,PFK_2,-20.49532871487446,1.2408953619082081,-20.49532871487446,1.2408953619082081
1355,PFK_3,-16.027256221631205,2.850486192202748,-16.027256221631205,2.850486192202748
1356,PFL,-19.813558296033243,1.489237175515389,-19.813558296033243,1.489237175515389
1357,PGP141abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1358,PGP160abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1359,PGP161abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1360,PGP180abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1361,PGP181abcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1362,LSERDHr,14.37643862396044,1.885474898354877,14.37643862396044,1.885474898354877
1363,PLIPA1G160pp,-21.611456084102826,6.623757728631582,-38.72629361882386,6.623757728631582
1364,PLIPA1G180pp,-19.089512949543035,2.1802770192430265,-36.20435048426407,2.1802770192430265
1365,PGPP160,-11.877198644225267,1.246708343137498,-28.9920361789463,1.246708343137498
1366,PGPP160pp,-11.877198644225267,1.246708343137498,-28.9920361789463,1.246708343137498
1367,PGPP161,-11.877198644224585,1.2467083431377457,-28.992036178945618,1.2467083431377457
1368,LYSDC,-22.729464108840887,3.5375898528114065,-39.84430164356192,3.5375898528114065
1369,PLIPA2A180pp,-25.847508693631056,2.2043320593555027,-42.96234622835209,2.2043320593555027
1370,PGPP161pp,-11.877198644224585,1.2467083431377457,-28.992036178945618,1.2467083431377457
1371,PGPP180,-11.877198644225949,1.246708343137495,-28.992036178946982,1.246708343137495
1372,PGPP180pp,-11.877198644225949,1.246708343137495,-28.992036178946982,1.246708343137495
1373,LYSabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1374,PGSA161,220.4436737196902,70714.84439976614,220.4436737196902,70714.84439976614
1375,PGSA180,220.44367371969156,70714.84439976614,220.44367371969156,70714.84439976614
1376,PHEMEabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1377,PLIPA2E160pp,-28.33833248891341,6.604777768979199,-45.45317002363444,6.604777768979199
1378,PLIPA2E180pp,-25.816389354353163,2.2043320593551448,-42.931226889074196,2.2043320593551448
1379,PLIPA2G160pp,-28.338337469684518,6.60477776897849,-45.45317500440555,6.60477776897849
1380,PLIPA2G180pp,-25.816394335124727,2.204332059354644,-42.93123186984576,2.204332059354644
1381,PHEMEtiex,0.0,0.0,0.0,0.0
1382,PHETA1,-0.07076848203382724,2.073145691421795,-0.07076848203382724,2.073145691421795
1383,LYSt2pp,0.0,0.0,0.0,0.0
1384,PMANM,-4.457494453309039,1.4976443743543277,-4.457494453309039,1.4976443743543277
1385,PMDPHT,-15.075676524093545,1.2467083431376365,-32.19051405881458,1.2467083431376365
1386,PHEt2rpp,0.0,0.0,0.0,0.0
1387,PHEtex,0.0,0.0,0.0,0.0
1388,PHYTSpp,-47.75745376833504,8.274834637294974,-150.44647897666124,8.274834637294974
1389,PIt2rpp,0.0,0.0,0.0,0.0
1390,PMPK,6.186535507758322,4.468509967491791,6.186535507758322,4.468509967491791
1391,PNTK,-17.32253621950224,1.240895361908208,-17.32253621950224,1.240895361908208
1392,PItex,0.0,0.0,0.0,0.0
1393,LYSt3pp,0.0,0.0,0.0,0.0
1394,PIuabcpp,-29.144472212600135,0.3042778553577673,-46.25930974732117,0.3042778553577673
1395,PNTOt4pp,0.0,0.0,0.0,0.0
1396,PNTOtex,0.0,0.0,0.0,0.0
1397,POAACR,3.8881566769132405,100000.0,3.8881566769132405,100000.0
1398,POX,-200.94335601468254,6.952833935995519,-218.05819354940357,6.952833935995519
1399,PPA,-16.528098839489957,0.19094279246517806,-33.64293637421099,0.19094279246517806
1400,PPA2,-36.1080334736696,100000.0,-53.222871008390634,100000.0
1401,PPALtex,0.0,0.0,0.0,0.0
1402,PPALtpp,0.0,0.0,0.0,0.0
1403,PPAt4pp,0.0,0.0,0.0,0.0
1404,PPAtex,0.0,0.0,0.0,0.0
1405,PPBNGS,-103.35334699576657,4.077235146894094,-86.23850946104554,4.077235146894094
1406,PPC,-39.73602285453986,3.1119051551972188,-39.73602285453986,3.1119051551972188
1407,PLIPA1E160pp,-21.61145544116033,6.623757728631509,-38.726292975881364,6.623757728631509
1408,PLIPA1E180pp,-19.089512306600312,2.1802770192425074,-36.204349841321346,2.1802770192425074
1409,PPCDC,-21.182051402519164,3.088253269746168,-38.2968889372402,3.088253269746168
1410,PPCK,10.591550641940174,3.120202105060925,-6.52328689278086,3.120202105060925
1411,PYDXtex,0.0,0.0,0.0,0.0
1412,PPGPPDP,-26.543195732244072,6.323992700206383,-43.658033266965106,6.323992700206383
1413,PPK2,-2.1181027413853144,100000.0,-2.1181027413853144,100000.0
1414,PPK,-12.616373373109724,0.3138132829477994,-12.616373373109724,0.3138132829477994
1415,PPM,-13.804272619978462,1.9884349831684967,-13.804272619978462,1.9884349831684967
1416,PPM2,-26.743828529651353,3.5108470611785254,-26.743828529651353,3.5108470611785254
1417,PPNCL2,-56.221880886988316,4.958438453226777,-56.221880886988316,4.958438453226777
1418,PPND,-10.741961887406433,11.28822052439347,-27.856799422127466,11.28822052439347
1419,PPNDH,-65.2976035877289,11.317291926436138,-82.41244112244993,11.317291926436138
1420,PPPGO,-0.002035822584957714,100000.0,25.67022047949659,100000.0
1421,PPPGO3,-0.10762648716706735,100000.0,-0.10762648716706735,100000.0
1422,PPPNDO,-367.58103914913113,8.041878863783028,-350.4662016144101,8.041878863783028
1423,PPPNt2rpp,0.0,0.0,0.0,0.0
1424,PPPNtex,0.0,0.0,0.0,0.0
1425,PPS,-3.851046868512384,0.4979870294744022,-20.965884403233417,0.4979870294744022
1426,PPTHpp,-45.529071996792375,100000.0,-62.64390953151341,100000.0
1427,PPTtex,0.0,0.0,0.0,0.0
1428,PRAGSr,-27.024282811690135,2.3158934767161963,-27.024282811690135,2.3158934767161963
1429,PRAIS,1.980112333354306,48215.47147683915,-15.134725201366727,48215.47147683915
1430,PRAIi,-9.797661754412616,1.3482617169023363,-9.797661754412616,1.3482617169023363
1431,PRAMPC,-0.014908766870121326,100000.0,-0.014908766870121326,100000.0
1432,PRASCSi,-76.36265538764283,5.210788097819457,-76.36265538764283,5.210788097819457
1433,PRATPP,-89.0739820839409,100000.0,-106.18881961866194,100000.0
1434,PRFGS,29.65054180684448,48211.92265820773,12.535704272123446,48211.92265820773
1435,PRMICI,-9.774543673782546,1.3482617169014444,-9.774543673782546,1.3482617169014444
1436,PROD2,-0.3109557830957783,6.714455171313198,-0.3109557830957783,6.714455171313198
1437,PROGLYabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1438,PROGLYtex,0.0,0.0,0.0,0.0
1439,PROabcpp,-29.144472212600157,0.3042778553577673,-46.25930974732119,0.3042778553577673
1440,PROt2rpp,0.0,0.0,0.0,0.0
1441,PROt4pp,0.0,0.0,0.0,0.0
1442,PROtex,0.0,0.0,0.0,0.0
1443,PRPPS,-0.4092931981116408,2.0242755206405527,-0.4092931981116408,2.0242755206405527
1444,PSCLYSt2pp,0.0,0.0,0.0,0.0
1445,PSCLYStex,0.0,0.0,0.0,0.0
1446,PSCVT,-16.510331617804944,2.298237749422559,-16.510331617804944,2.298237749422559
1447,RPE,-3.3881400588994666,1.1537200194917487,-3.3881400588994666,1.1537200194917487
1448,RPI,4.4635592461270335,1.6668851934475921,4.4635592461270335,1.6668851934475921
1449,RZ5PP,-15.18579393860648,1.2467083431376367,-32.30063147332751,1.2467083431376367
1450,PYDXtpp,0.0,0.0,0.0,0.0
1451,S7PI,2.226302903593478,2.2915358184126693,2.226302903593478,2.2915358184126693
1452,SADH,-83.2666443204331,6.540804829410644,-134.6111569245962,6.540804829410644
1453,PSD160,-17.33921945551492,3.0882532697452065,-34.454056990235955,3.0882532697452065
1454,PYK,-25.56001285931569,0.4235342515911653,-25.56001285931569,0.4235342515911653
1455,SADT2,20.062044118228016,1.7851184626753973,2.9472065835069827,1.7851184626753973
1456,PYNP2r,0.8300660208268482,1.3111724613419222,0.8300660208268482,1.3111724613419222
1457,SARCOX,-70.51484882395691,6.352905722692326,-87.62968635867794,6.352905722692326
1458,SBTPD,12.058503759894847,1.7347587838941254,12.058503759894847,1.7347587838941254
1459,SBTptspp,-45.58844615654016,2.055727882644287,-45.58844615654016,2.055727882644287
